repo,releases_count,open_issues_count,branches_count,pulls_count,readme_len,readme_avg_slen,readme_avg_wlen,readme_hcount,readme_snippets_count,readme_mcw,readme_example_count,readme_sample_count,readme_demonstration_count,readme_links,readme_links_count,readme_pmentions,readme_imentions,maven_projects_count,maven_plugins,maven_wars_count,maven_jars_count,maven_poms_count,junit_tests
oldmanpushcart/dashscope4j,7,2,2,8.0,131676,321.9756097560976,8.298234982198318,33,32,"['java', 'sdk', 'tokenizer']",1,0,0,"['License -> https://img.shields.io/badge/License-Apache_2.0-green.svg', 'JDK17+ -> https://img.shields.io/badge/JDK-17+-blue.svg', 'LLM-通义千问 -> https://img.shields.io/badge/LLM-%E9%80%9A%E4%B9%89%E5%8D%83%E9%97%AE-blue.svg', '例子：如何用通义千问做一个同声传译 -> https://github.com/oldmanpushcart/dashscope4j/wiki/Example-SimulaTrans', '模型服务-灵积 -> https://dashscope.console.aliyun.com/', 'query_score -> https://github.com/oldmanpushcart/dashscope4j/blob/main/src/test/java/io/github/oldmanpushcart/test/dashscope4j/chat/function/QueryScoreFunction.java', 'compute_avg_score -> https://github.com/oldmanpushcart/dashscope4j/blob/main/src/test/java/io/github/oldmanpushcart/test/dashscope4j/chat/function/ComputeAvgScoreFunction.java', '文生图-美女 -> https://ompc-images.oss-cn-hangzhou.aliyuncs.com/image-003.png', '《第十四个五年规划》 -> https://ompc.oss-cn-hangzhou.aliyuncs.com/share/P020210313315693279320.pdf', '临时空间 -> https://help.aliyun.com/zh/dashscope/developer-reference/guidance-of-temporary-storage-space', '模型服务-灵积 -> https://dashscope.aliyun.com', '帮助文档-灵积 -> https://help.aliyun.com/zh/dashscope/']",12,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.sonatype.central:central-publishing-maven-plugin]",0.0,1.0,0.0,45.0
xielong/ai-hub,0,1,1,0.0,6352,21.83870967741936,4.833087149187592,23,6,"['input', 'output', 'baidu', 'tencent', 'lingyi']",0,0,0,[],0,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-resources-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,1.0,0.0,0.0
HaHaWTH/HAProxy-Detector,1,0,1,0.0,4336,18.823529411764707,5.2359375,16,2,"['plugin', 'connection', 'proxied', 'haproxy', 'need']",0,0,0,"['![ -> https://img.shields.io/github/downloads/HaHaWTH/HAProxy-Detector/total?style=for-the-badge', '![ -> https://img.shields.io/github/license/HaHaWTH/HAProxy-Detector?style=for-the-badge', '![ -> https://img.shields.io/bstats/servers/21070?label=Spigot%20Servers&style=for-the-badge', '![ -> https://img.shields.io/bstats/servers/12605?label=BC%20Servers&style=for-the-badge', '![ -> https://img.shields.io/bstats/servers/14442?label=Velocity%20Servers&style=for-the-badge', 'BungeeCord -> https://github.com/SpigotMC/BungeeCord/', 'Spigot -> https://www.spigotmc.org/wiki/spigot/', 'Velocity -> https://papermc.io/software/velocity/', 'HAProxy -> https://www.haproxy.org/', 'here -> https://github.com/MinelinkNetwork/BungeeProxy/blob/master/README.md', 'BungeeProxy -> https://github.com/MinelinkNetwork/BungeeProxy', 'ProtocolLib -> https://www.spigotmc.org/resources/protocollib.1997/', 'bStats -> https://bStats.org']",13,0,0,1.0,"[maven-compiler-plugin,maven-jar-plugin,maven-shade-plugin,maven-surefire-plugin]",0.0,1.0,0.0,0.0
AkashKobal/java-full-stack-developement,1,0,23,23.0,6260,15.254545454545454,5.98927294398093,17,0,"['spring', 'web', 'java', 'application', 'jsp']",0,0,0,['alt text -> https://github.com/AkashKobal/java-full-stack-developement/blob/main/Calculator/output.png'],1,0,0,2.0,[],0.0,2.0,0.0,0.0
ollama4j/ollama4j-web-ui,1,2,1,2.0,3335,25.21052631578948,5.196242171189979,12,4,"['ui', 'project', 'web', 'ollama', 'download']",1,0,0,"['Ollama -> https://ollama.com/', 'Spring Boot -> https://spring.io/projects/spring-boot/', 'Vaadin -> https://vaadin.com/', 'Ollama4j -> https://github.com/amithkoujalgi/ollama4j', 'Java -> https://img.shields.io/badge/Java-17_+-blue.svg?style=just-the-message&labelColor=gray', 'here -> https://github.com/ollama4j/ollama4j-web-ui/releases', 'ollama4j-ui -> https://github.com/AgentSchmecker/ollama4j-ui', '@AgentSchmecker -> https://github.com/AgentSchmecker', 'Ollama -> https://ollama.ai/', 'Ollama4j Web UI', 'Ollama4j', 'Ollama Server', 'Models', ' ', ' ']",15,0,0,1.0,"[com.vaadin:vaadin-maven-plugin,org.apache.maven.plugins:maven-failsafe-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,1.0,0.0,0.0
blumek/aura-tower,0,0,1,0.0,5212,13.132075471698114,5.419540229885057,9,5,"['device', 'aura', 'tower', 'project', 'management']",0,0,0,"['![License: MIT -> https://img.shields.io/badge/License-MIT-yellow.svg', 'Nginx -> https://img.shields.io/badge/Nginx-009639?style=for-the-badge&logo=nginx&logoColor=white', 'Node.js -> https://img.shields.io/badge/Node%20js-339933?style=for-the-badge&logo=nodedotjs&logoColor=white', 'npm -> https://img.shields.io/badge/npm-CB3837?style=for-the-badge&logo=npm&logoColor=white', 'TypeScript -> https://img.shields.io/badge/TypeScript-007ACC?style=for-the-badge&logo=typescript&logoColor=white', 'Angular -> https://img.shields.io/badge/Angular-DD0031?style=for-the-badge&logo=angular&logoColor=white', 'Docker -> https://img.shields.io/badge/Docker-2CA5E0?style=for-the-badge&logo=docker&logoColor=white', 'Apache Maven -> https://img.shields.io/badge/apache_maven-C71A36?style=for-the-badge&logo=apachemaven&logoColor=white', 'Java -> https://img.shields.io/badge/java-%23ED8B00.svg?style=for-the-badge&logo=openjdk&logoColor=white', 'Spring Boot -> https://img.shields.io/badge/Spring_Boot-F2F4F9?style=for-the-badge&logo=spring-boot', 'Swagger -> https://img.shields.io/badge/Swagger-85EA2D?style=for-the-badge&logo=Swagger&logoColor=white', 'Junit5 -> https://img.shields.io/badge/Junit5-25A162?style=for-the-badge&logo=junit5&logoColor=white']",12,0,0,16.0,"[com.github.spotbugs:spotbugs-maven-plugin,com.h3xstream.findsecbugs:findsecbugs-plugin,io.fabric8:docker-maven-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-failsafe-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,12.0,4.0,0.0
aliyun/dataworks-spec,0,2,21,13.0,26051,59.44444444444444,5.813551401869159,71,1,"['node', 'field', 'workflow', 'yes', 'name']",34,0,0,"['![License -> https://img.shields.io/badge/license-Apache%202-4EB1BA.svg', 'version -> https://img.shields.io/badge/version-1.2.0-blue', '![Java CI with Maven -> https://github.com/aliyun/dataworks-spec/actions/workflows/main.yml/badge.svg', '![CN doc -> https://img.shields.io/badge/文档-中文版-blue.svg']",4,0,0,20.0,"[maven-assembly-plugin,maven-resources-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-dependency-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-enforcer-plugin,org.apache.maven.plugins:maven-failsafe-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:exec-maven-plugin,org.codehaus.mojo:versions-maven-plugin]",0.0,16.0,4.0,149.0
EladLeev/KeyToField-smt,2,1,5,3.0,2998,20.8,5.502403846153846,10,4,"['kafka', 'connect', 'record', 'key', 'field']",3,0,0,"[""Confluent's Newsletter -> https://developer.confluent.io/newsletter/you-put-what-in-your-events/#:~:text=A%20single%20message%20key%20to%20field%20transform%20for%20Kafka%20Connect/Debezium%20by%20Elad%20Leev!%20In%20a%20way%20it%E2%80%99s%20the%20reverse%20of%20the%20ValueToKey%20SMT%20that%20comes%20with%20Kafka%20Connect%2C%20useful%20for%20when%20the%20fields%20in%20the%20key%20are%20not%20included%20in%20the%20value.""]",1,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-jar-plugin,org.jacoco:jacoco-maven-plugin]",0.0,1.0,0.0,7.0
coralblocks/CoralProto,0,0,1,0.0,12411,51.29032258064516,5.675471698113207,12,14,"['field', 'message', 'schema', 'code', 'definition']",7,0,0,"['here -> https://github.com/coralblocks/CoralProto/blob/main/src/main/java/com/coralblocks/coralproto/example/PriceChangeMessage.java', 'here -> https://github.com/coralblocks/CoralProto/blob/main/src/test/java/com/coralblocks/coralproto/PriceChangeMessageTest.java', 'CharEnum -> https://github.com/coralblocks/CoralProto/blob/main/src/main/java/com/coralblocks/coralproto/enums/CharEnum.java', 'ShortEnum -> https://github.com/coralblocks/CoralProto/blob/main/src/main/java/com/coralblocks/coralproto/enums/ShortEnum.java', 'IntEnum -> https://github.com/coralblocks/CoralProto/blob/main/src/main/java/com/coralblocks/coralproto/enums/IntEnum.java', 'TwoCharEnum -> https://github.com/coralblocks/CoralProto/blob/main/src/main/java/com/coralblocks/coralproto/enums/TwoCharEnum.java']",6,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-release-plugin,org.apache.maven.plugins:maven-shade-plugin,org.apache.maven.plugins:maven-source-plugin]",0.0,1.0,0.0,23.0
WMS-DEV/usos4j,7,0,2,16.0,5050,35.35,5.490806223479491,11,2,"['usos', 'library', 'use', 'module', 'api']",1,0,0,"['Console application with code-based authentication -> https://github.com/WMS-DEV/usos4j/tree/master/demo', 'Web application with oAuth authentication -> https://github.com/WMS-DEV/usos4j/tree/master/spring-demo', 'Full Spring Security integration - log in to your aplication through USOS -> https://github.com/WMS-DEV/usos4j/tree/master/spring-security-demo', 'the installations list -> https://apps.usos.edu.pl/developers/api/definitions/installations/', '@gniadeck -> https://github.com/gniadeck', '@MDybek -> https://github.com/MDybek', '@Foxyg3n -> https://github.com/Foxyg3n', '@pszumanski -> https://github.com/pszumanski', '@michalK00 -> https://github.com/michalK00']",9,0,0,5.0,"[org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.projectlombok:lombok-maven-plugin,org.sonatype.central:central-publishing-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,5.0,0.0,138.0
Kamesuta/BungeePteroPower,9,2,3,8.0,15607,14.36986301369863,5.308865586272641,36,8,"['server', 'player', 'set', 'setting', 'pterodactyl']",9,0,0,"['LogoArt -> https://github.com/Kamesuta/BungeePteroPower/assets/16362824/e8914f79-806b-436c-a0e6-e4eaf8ad5eca', '![License: MIT -> https://img.shields.io/github/license/Kamesuta/BungeePteroPower?label=License', '![Spigotmc Version -> https://img.shields.io/spiget/version/114883?logo=spigotmc&label=Spigotmc%20Version', '![JitPack -> https://img.shields.io/jitpack/version/com.github.Kamesuta/BungeePteroPower?logo=jitpack&label=JitPack', '![Spigotmc Downloads -> https://img.shields.io/spiget/downloads/114883?logo=spigotmc&label=Spigotmc%20Downloads', '![bStats Servers -> https://img.shields.io/bstats/servers/20917?label=bStats%20Servers', 'Pterodactyl panel -> https://pterodactyl.io/', 'Overview -> https://github.com/Kamesuta/BungeePteroPower/assets/16362824/3cece79e-b41a-4119-a6cd-4800dd4f705d', 'Spigot -> https://www.spigotmc.org/resources/%E2%9A%A1-bungeepteropower-%E2%9A%A1-start-stop-servers-when-player-join-leave.114883/', 'GitHub Releases -> https://github.com/Kamesuta/BungeePteroPower/releases', 'LuckPerms -> https://luckperms.net/', 'bStats -> https://bstats.org/', 'here -> https://bstats.org/plugin/bungeecord/BungeePteroPower/20917']",13,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-shade-plugin]",0.0,1.0,0.0,0.0
TFyre/bambu-farm,14,27,2,12.0,14010,65.125,4.773032629558541,50,23,"['x', 'http', 'config', 'printer', 'view']",3,0,0,"['!142 -> https://github.com/TFyre/bambu-farm/issues/142', '![ko-fi -> https://ko-fi.com/img/githubbutton_sm.svg', 'releases -> https://github.com/TFyre/bambu-farm/releases/latest', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']",27,0,2,4.0,"[com.vaadin:vaadin-maven-plugin,io.quarkus:quarkus-maven-plugin,io.smallrye:jandex-maven-plugin,maven-failsafe-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.codehaus.mojo:jaxb2-maven-plugin]",0.0,3.0,1.0,0.0
zhushimmer/enhance-rpc-zt,0,0,1,0.0,4932,88.8,8.038288288288289,7,7,"['future', 'rpc', 'completalefutue', 'completablefuture', 'contact']",0,0,0,[],0,0,0,9.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-resources-plugin,org.apache.maven.plugins:maven-source-plugin,org.sonatype.plugins:nexus-staging-maven-plugin]",0.0,8.0,1.0,0.0
erupts/Linq.J,5,0,2,7.0,7051,222.0,4.960585585585585,11,3,"['data', 'query', 'result', 'object', 'support']",3,0,0,"['C# Linq -> https://learn.microsoft.com/zh-cn/dotnet/csharp/linq/', ' ', ' ', ' ', 'x', 'x']",6,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-scm-plugin,org.apache.maven.plugins:maven-source-plugin]",0.0,1.0,0.0,30.0
Trendyol/kafkathena-jakarta,1,0,1,0.0,6335,48.1875,5.7094682230869,8,3,"['consumer', 'support', 'kafka', 'project', 'error']",4,0,0,"['Trendyol -> https://github.com/trendyol', 'Spring Kafka Starter', 'Jdk 17', 'confluent', 'acks']",5,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:versions-maven-plugin,org.sonatype.plugins:nexus-staging-maven-plugin]",0.0,1.0,0.0,13.0
mytang0/brook,1,0,7,9.0,2311,20.466666666666665,5.62214983713355,8,6,"['brook', 'engine', 'orchestration', 'project', 'new']",0,0,0,"['releases -> https://github.com/mytang0/brook/releases', 'GitHub Issues -> https://github.com/mytang0/brook/issues']",2,0,0,24.0,"[kr.motd.maven:os-maven-plugin,org.apache.maven.plugins:maven-antrun-plugin,org.apache.maven.plugins:maven-archetype-plugin,org.apache.maven.plugins:maven-assembly-plugin,org.apache.maven.plugins:maven-checkstyle-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-enforcer-plugin,org.apache.maven.plugins:maven-failsafe-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-shade-plugin,org.apache.maven.plugins:maven-source-plugin,org.codehaus.mojo:flatten-maven-plugin,org.sonatype.central:central-publishing-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,13.0,11.0,15.0
evpl/jkscope,5,0,1,0.0,8646,28.84210526315789,5.336678832116788,25,24,"['method', 'function', 'block', 'given', 'value']",3,0,0,"['![Maven Central -> https://img.shields.io/maven-central/v/com.plugatar.jkscope/jkscope', '![Javadoc -> https://javadoc.io/badge2/com.plugatar.jkscope/jkscope/javadoc.svg?color=blue', '![License -> https://img.shields.io/badge/License-Apache%202.0-blue.svg', '![Mentioned in Awesome Java -> https://awesome.re/mentioned-badge.svg', '![GitHub Actions Workflow Status -> https://img.shields.io/github/actions/workflow/status/evpl/jkscope/build.yml?branch=main', '![Lines -> https://sloc.xyz/github/evpl/jkscope/?category=lines', '![Code lines -> https://sloc.xyz/github/evpl/jkscope/?category=code', '![Hits of Code -> https://hitsofcode.com/github/evpl/jkscope?branch=main', 'Kotlin scope function -> https://kotlinlang.org/docs/scope-functions.html', 'here -> https://github.com/evpl/jkscope/releases']",10,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:flatten-maven-plugin,org.jacoco:jacoco-maven-plugin,org.sonatype.plugins:nexus-staging-maven-plugin]",0.0,1.0,0.0,247.0
stephanj/BM25,0,0,3,2.0,2724,41.333333333333336,5.244623655913978,4,6,"['implementation', 'word', 'search', 'stop', 'stemming']",2,0,0,"['I love Java', 'I love programming', 'I prefer Java over Python', 'I enjoy writing code in Java', 'I find programming fascinating', 'Java is my favorite programming language', 'Java is another popular programming language', 'I love programming', 'I find programming fascinating', 'Java is my favorite programming language', 'Java is another popular programming language', 'I enjoy writing code in Java', 'I love Java', 'I prefer Java over Python']",14,0,0,1.0,[],0.0,1.0,0.0,11.0
johnnyb/ntag424-java,0,7,3,1.0,13323,20.32692307692308,4.8746452223273415,11,9,"['key', 'data', 'library', 'note', 'tag']",6,0,0,"['here -> https://www.nxp.com/docs/en/data-sheet/NT4H2421Gx.pdf', 'here -> https://github.com/johnnyb/nfc-sun-decoder', 'NXP AN12196 -> https://www.nxp.com/docs/en/application-note/AN12196.pdf', 'NXP AN12321 -> https://www.nxp.com/docs/en/application-note/AN12321.pdf', 'here -> https://developer.android.com/develop/connectivity/nfc/nfc', 'here -> https://www.nxp.com/docs/en/application-note/AN12304.pdf', 'here -> https://github.com/johnnyb/gocrypto']",7,0,0,1.0,"[maven-clean-plugin,maven-compiler-plugin,maven-deploy-plugin,maven-install-plugin,maven-jar-plugin,maven-project-info-reports-plugin,maven-resources-plugin,maven-site-plugin,maven-surefire-plugin]",0.0,1.0,0.0,18.0
caolib/book_management_system,1,0,1,0.0,4288,33.5625,5.860335195530726,20,4,"['tip', 'important', 'caution', 'star', 'history']",0,0,0,"['![Typing SVG -> https://readme-typing-svg.herokuapp.com?font=cascadia+code&size=38&duration=3500&pause=1000&color=00ADFF&center=true&vCenter=true&random=false&width=1000&height=100&lines=Book+lending+management+system;图书借阅管理系统', 'springboot -> https://img.shields.io/badge/springboot-v3.0.9-%236DB33F?style=flat&logo=springboot&logoColor=236DB33F&labelColor=white', 'maven -> https://img.shields.io/badge/Maven-v3.9.5-blue?style=flat&logo=apachemaven&logoColor=red&labelColor=white', 'mybatisplus -> https://img.shields.io/badge/MybatisPlus-v3.5.3.1-red?style=flat&labelColor=white', 'mysql -> https://img.shields.io/badge/MySQL-v8.2.0-blue?style=flat&logo=mysql&logoColor=blue&labelColor=white', 'redis -> https://img.shields.io/badge/Redis-v7.0.12-red?style=flat&logo=redis&logoColor=%23DC382D&labelColor=white', 'GitHub Release -> https://img.shields.io/github/v/release/tankingcao/java_design?include_prereleases&sort=date&display_name=release&style=flat&labelColor=red&cacheSeconds=3600', '下载量 -> https://img.shields.io/github/downloads/caolib/book_management_system/total.svg', 'GitHub License -> https://img.shields.io/github/license/caolib/book_management_system?style=flat', 'opened issues -> https://img.shields.io/github/issues/caolib/book_management_system?color=red&cacheSeconds=3600', 'closed issues -> https://img.shields.io/github/issues-closed/caolib/book_management_system?color=green&cacheSeconds=3600', 'GitHub commit activity -> https://img.shields.io/github/commit-activity/y/caolib/book_management_system?labelColor=red', '前端项目地址 -> https://github.com/caolib/vue3-vite', '发行版 -> https://github.com/caolib/book_management_system/releases', '微服务版本 -> https://github.com/caolib/cloud-book', 'Alt -> https://repobeats.axiom.co/api/embed/fff6dbaa9aa86bbe35a974910b89f89dd10a3383.svg ""Repobeats analytics image""', '![Star History Chart -> https://api.star-history.com/svg?repos=caolib/book_management_system,caolib/vue3-vite&type=Timeline']",17,0,0,1.0,[org.springframework.boot:spring-boot-maven-plugin],0.0,1.0,0.0,2.0
